id,source,source_id,image_path,image_url,artist,style,genre,emotion,description,composition,color_harmony,contrast,lighting,perspective,critique_notes,split
ACD_000475,wikiart,New_Realism/edward-hopper_house-at-the-fort-gloucester.jpg,data/processed/wikiart_subset/images/ACD_000475.jpg,,Edward Hopper,New Realism,New Realism,,house at the fort gloucester,,,,,,,test
ACD_000476,wikiart,Rococo/william-hogarth_second-stage-of-cruelty-1751.jpg,data/processed/wikiart_subset/images/ACD_000476.jpg,,William Hogarth,Rococo,Rococo,,second stage of cruelty 1751,,,,,,,test
ACD_000477,wikiart,Pop_Art/george-segal_the-bus-driver-1962.jpg,data/processed/wikiart_subset/images/ACD_000477.jpg,,George Segal,Pop Art,Pop Art,,the bus driver 1962,,,,,,,test
ACD_000478,wikiart,Minimalism/lee-ufan_from-point-1980.jpg,data/processed/wikiart_subset/images/ACD_000478.jpg,,Lee Ufan,Minimalism,Minimalism,,from point 1980,,,,,,,test
ACD_000479,wikiart,Northern_Renaissance/bernhard-strigel_portrait-of-the-cuspinian-family.jpg,data/processed/wikiart_subset/images/ACD_000479.jpg,,Bernhard Strigel,Northern Renaissance,Northern Renaissance,,portrait of the cuspinian family,,,,,,,test
ACD_000480,wikiart,Early_Renaissance/fra-angelico_madonna-and-child.jpg,data/processed/wikiart_subset/images/ACD_000480.jpg,,Fra Angelico,Early Renaissance,Early Renaissance,,madonna and child,,,,,,,test
ACD_000481,wikiart,Cubism/olga-rozanova_a-blue-fan-1915.jpg,data/processed/wikiart_subset/images/ACD_000481.jpg,,Olga Rozanova,Cubism,Cubism,,a blue fan 1915,,,,,,,test
ACD_000482,wikiart,Early_Renaissance/fra-angelico_communion-of-the-apostles-1452.jpg,data/processed/wikiart_subset/images/ACD_000482.jpg,,Fra Angelico,Early Renaissance,Early Renaissance,,communion of the apostles 1452,,,,,,,test
ACD_000483,wikiart,Pop_Art/patrick-caulfield_big-sausage-1978.jpg,data/processed/wikiart_subset/images/ACD_000483.jpg,,Patrick Caulfield,Pop Art,Pop Art,,big sausage 1978,,,,,,,test
ACD_000484,wikiart,Color_Field_Painting/gene-davis_two-yellows-1959(1).jpg,data/processed/wikiart_subset/images/ACD_000484.jpg,,Gene Davis,Color Field Painting,Color Field Painting,,two yellows 1959(1),,,,,,,test
ACD_000485,wikiart,Post_Impressionism/paul-gauguin_breton-boy-in-a-landscape-with-goose-1889.jpg,data/processed/wikiart_subset/images/ACD_000485.jpg,,Paul Gauguin,Post Impressionism,Post Impressionism,,breton boy in a landscape with goose 1889,,,,,,,test
ACD_000486,wikiart,Baroque/rembrandt_self-portrait-with-hat-and-gold-chain-1633.jpg,data/processed/wikiart_subset/images/ACD_000486.jpg,,Rembrandt,Baroque,Baroque,,self portrait with hat and gold chain 1633,,,,,,,test
ACD_000487,wikiart,Synthetic_Cubism/pablo-picasso_couple-of-dancers-1915.jpg,data/processed/wikiart_subset/images/ACD_000487.jpg,,Pablo Picasso,Synthetic Cubism,Synthetic Cubism,,couple of dancers 1915,,,,,,,test
ACD_000488,wikiart,Pointillism/henri-edmond-cross_the-blue-boat.jpg,data/processed/wikiart_subset/images/ACD_000488.jpg,,Henri Edmond Cross,Pointillism,Pointillism,,the blue boat,,,,,,,test
ACD_000489,wikiart,High_Renaissance/michelangelo_the-study-of-adam-1.jpg,data/processed/wikiart_subset/images/ACD_000489.jpg,,Michelangelo,High Renaissance,High Renaissance,,the study of adam 1,,,,,,,test
ACD_000490,wikiart,Synthetic_Cubism/ad-reinhardt_collage-1940.jpg,data/processed/wikiart_subset/images/ACD_000490.jpg,,Ad Reinhardt,Synthetic Cubism,Synthetic Cubism,,collage 1940,,,,,,,test
ACD_000491,wikiart,Contemporary_Realism/neil-welliver_cold-claudia-1969.jpg,data/processed/wikiart_subset/images/ACD_000491.jpg,,Neil Welliver,Contemporary Realism,Contemporary Realism,,cold claudia 1969,,,,,,,test
ACD_000492,wikiart,Impressionism/alfred-sisley_a-path-in-louveciennes-1876.jpg,data/processed/wikiart_subset/images/ACD_000492.jpg,,Alfred Sisley,Impressionism,Impressionism,,a path in louveciennes 1876,,,,,,,test
ACD_000493,wikiart,Action_painting/jackson-pollock_number-3(3).jpg,data/processed/wikiart_subset/images/ACD_000493.jpg,,Jackson Pollock,Action Painting,Action painting,,number 3(3),,,,,,,test
ACD_000494,wikiart,Fauvism/piet-mondrian_church-tower-at-domburg-1911.jpg,data/processed/wikiart_subset/images/ACD_000494.jpg,,Piet Mondrian,Fauvism,Fauvism,,church tower at domburg 1911,,,,,,,test
ACD_000495,wikiart,Art_Nouveau_Modern/alphonse-mucha_nude-on-a-rock-1899.jpg,data/processed/wikiart_subset/images/ACD_000495.jpg,,Alphonse Mucha,Art Nouveau Modern,Art Nouveau Modern,,nude on a rock 1899,,,,,,,test
ACD_000496,wikiart,Color_Field_Painting/helen-frankenthaler_wind-directions-1970.jpg,data/processed/wikiart_subset/images/ACD_000496.jpg,,Helen Frankenthaler,Color Field Painting,Color Field Painting,,wind directions 1970,,,,,,,test
ACD_000497,wikiart,Naive_Art_Primitivism/raoul-dufy_gladioli-1942.jpg,data/processed/wikiart_subset/images/ACD_000497.jpg,,Raoul Dufy,Naive Art Primitivism,Naive Art Primitivism,,gladioli 1942,,,,,,,test
ACD_000498,wikiart,Pop_Art/burhan-dogancay_walls-v-4-1969.jpg,data/processed/wikiart_subset/images/ACD_000498.jpg,,Burhan Dogancay,Pop Art,Pop Art,,walls v 4 1969,,,,,,,test
ACD_000499,wikiart,Symbolism/mikhail-vrubel_eastern-dance-1887.jpg,data/processed/wikiart_subset/images/ACD_000499.jpg,,Mikhail Vrubel,Symbolism,Symbolism,,eastern dance 1887,,,,,,,test
ACD_000500,wikiart,Color_Field_Painting/mario-cesariny_sem-t-tulo-2001.jpg,data/processed/wikiart_subset/images/ACD_000500.jpg,,Mario Cesariny,Color Field Painting,Color Field Painting,,sem t tulo 2001,,,,,,,test
